LINK,CODE,BRAND,NAME,PRICE,REVIEWS,PRICE_TRY,PRICE_EURO,PRICE_USD
https://www.vatanbilgisayar.com/samsung-galaxy-tab-a9-128gb-8gb-11-android-tablet-sm-x210ndbetur-blue.html,X210-M 8GB/128GB,SAMSUNG,samsung galaxy tab a9+ 128gb 8gb-11'' android tablet sm-x210ndbetur blue,7099,106,7099,192,207
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s9-fe-128gb-8gb-12-4-android-tablet-sm-x610nlgatur-mint.html,X610-Y,SAMSUNG,samsung galaxy tab s9 fe+ 128gb 8gb-12.4''android tablet sm-x610nlgatur mint,16799,76,16799,454,490
https://www.vatanbilgisayar.com/casper-excalibur-12-nesil-core-i7-12650h-rtx3050-4gb-16gb-500gb-ssd-15-6inc-w11.html,G770.1265-BVJ0A-B,CASPER,casper excalibur 12.nesil core i7 12650h-rtx3050 4gb-16gb-500gb ssd-15.6inc-w11,35999,6,35999,974,1051
https://www.vatanbilgisayar.com/honor-pad-x8-2-4ghz-4gb-128gb-11-android-tablet.html,5301AKFR,HONOR,honor pad x8a 2.4ghz 4gb 128gb 11''-android tablet,5499,1,5499,148,160
https://www.vatanbilgisayar.com/lenovo-tab-m11-tablet.html,ZADB0041TR,LENOVO,lenovo tab m11 1.8ghz 4gb 128gb 11inch full hd-lte-android tablet,6999,4,6999,189,204
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s9-fe-128gb-6gb-10-9-android-tablet-sm-x510nzsatur-gumus.html,X510-S,SAMSUNG,samsung galaxy tab s9 fe 128gb 6gb-10.9''android tablet sm-x510nzsatur gümüş,13999,43,13999,378,408
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s6-lite.html,P620-G,SAMSUNG,samsung galaxy tab s6 lite 1.7ghz 128gb 4gb 10.4''android tablet sm-p620nzaetur,9999,8,9999,270,291
https://www.vatanbilgisayar.com/asus-vivobook-15-13-nesil-core-i7-1355u-8gb-512gb-ssd-15-6inc-w11.html,X1504VA-NJ195W,ASUS,asus vivobook 15 13.nesil core i7 1355u-8gb-512gb ssd-15.6inc-w11,28999,4,28999,785,846
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s6-lite-1-7ghz-128gb-4gb-10-4-android-tablet-sm-p620nzietur.html,P620-P,SAMSUNG,samsung galaxy tab s6 lite 1.7ghz 128gb 4gb 10.4''android tablet sm-p620nzietur,9999,8,9999,270,291
https://www.vatanbilgisayar.com/ipad-10-nesil-64gb-wi-fi-10-9-liquid-retina-ekran-ipados-tablet-mavi.html,MPQ13TU/A,IPAD,ipad 10.nesil 64gb wi-fi 10.9''liquid retina ekran ipados tablet mavi,16499,162,16499,446,481
https://www.vatanbilgisayar.com/acer-nitro-v-15-13-nesil-core-i5-13420h-rtx4050-6gb-8gb-512gb-ssd-15-6inc-w11.html,ANV15-51-51TZ,ACER,acer nitro v 15 13.nesil core i5 13420h-rtx4050 6gb-8gb-512gb ssd-15-6inc-w11,27999,0,27999,757,817
https://www.vatanbilgisayar.com/honor-pad-9-2-2ghz-8gb-256gb-12-1-android-tablet.html,5301AHLB,HONOR,honor pad 9 2.2ghz 8gb 256gb 12.1 inç android tablet,11999,18,11999,324,350
https://www.vatanbilgisayar.com/asus-vivobook-go-15-7-nesil-ryzen-5-7520u-8gb-512gb-ssd-15-6inc-w11.html,E1504FA-NJ113W,ASUS,asus vivobook go 15 7.nesil ryzen 5 7520u-8gb-512gb ssd-15.6inc-w11,14999,10,14999,406,437
https://www.vatanbilgisayar.com/huawei-matebook-d16-12-nesil-core-i5-12450h-8gb-512gb-ssd-16inc-w11-142885.html,53013WWX,HUAWEI,huawei matebook d16 12.nesil core i5 12450h-8gb-512gb ssd-16inc-w11,22999,17,22999,622,671
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s9-fe-128gb-6gb-10-9-android-tablet-sm-x510nlgatur-mint.html,X510-Y,SAMSUNG,samsung galaxy tab s9 fe 128gb 6gb-10.9''android tablet sm-x510nlgatur mint,13999,43,13999,378,408
https://www.vatanbilgisayar.com/huawei-matebook-14-12-nesil-core-i5-1240p-16gb-512gb-ssd-14inc-w11.html,53013VAA,HUAWEI,huawei matebook 14 12.nesil core i5 1240p-16gb-512gb ssd-14inc-w11,27499,23,27499,744,802
https://www.vatanbilgisayar.com/samsung-galaxy-tab-a9-64gb-4gb-8-7-android-tablet-sm-x110nzaatur-gri.html,X110-G,SAMSUNG,samsung galaxy tab a9 64gb 4gb-8.7'' android tablet sm-x110nzaatur gri,4499,49,4499,121,131
https://www.vatanbilgisayar.com/lenovo-tab-m11-1-8ghz-4gb-128gb-11inch-fullhd-android-tablet.html,ZADA0210TR,LENOVO,lenovo tab m11 1.8ghz 4gb 128gb 11inch fullhd  -android tablet,6999,48,6999,189,204
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s6-lite-1-7ghz-128gb-4gb-10-4-android-tablet-sm-p620nlgetur.html,P620-M,SAMSUNG,samsung galaxy tab s6 lite 1.7ghz 128gb 4gb 10.4''android tablet sm-p620nlgetur,9999,8,9999,270,291
https://www.vatanbilgisayar.com/ipad-air-6-nesil-128gb-wifi-11-liquid-retina-ekran-ipados-tablet-blue.html,MUWD3TU/A,IPAD,ipad air m2 128gb wifi 11''liquid retina ekran ipados tablet blue,24400,20,24400,660,712
https://www.vatanbilgisayar.com/msi-thin-15-12-nesil-core-i5-12450h-rtx2050-4gb-8gb-512gb-ssd-15-6inc-w11.html,THIN 15 B12UCX-2420TR,MSI,msi thin 15 12.nesil core i5 12450h-rtx2050 4gb-8gb-512gb ssd-15.6inc-w11,26216,4,26216,709,765
https://www.vatanbilgisayar.com/lenovo-ideapad-1-celeron-n4020-4gb-128gb-ssd-15-6inc-w11-147009.html,82V700JNTX,LENOVO,lenovo ideapad 1 celeron n4020-4gb-128gb ssd-15.6inc-w11,8999,1,8999,243,262
https://www.vatanbilgisayar.com/acer-aspire-3-12-nesil-core-i5-1235u-16gb-512gb-ssd-15-6inc-w11.html,A315-59-52XM,ACER,acer aspire 3 12.nesil core i5 1235u-16gb-512gb ssd-15.6inc-w11,22999,0,22999,622,671
https://www.vatanbilgisayar.com/ipad-air-m2-11inc.html,MUWC3TU/A,IPAD,ipad air m2 128gb wifi 11''liquid retina ekran ipados tablet space gray,24400,20,24400,660,712
https://www.vatanbilgisayar.com/asus-e510ma-celeron-n4020-4gb-128gb-ssd-15-6inc-w11.html,E510MA-EJ592W,ASUS,asus e510ma celeron n4020-4gb-128gb ssd-15.6inc-w11,7499,4,7499,203,218
https://www.vatanbilgisayar.com/samsung-galaxy-tab-a9-64gb-4gb-11-android-tablet-sm-x210ndbatur-navy.html,X210-N,SAMSUNG,samsung galaxy tab a9+ 64gb 4gb-11'' android tablet sm-x210ndbatur navy,5799,118,5799,156,169
https://www.vatanbilgisayar.com/lenovo-tab-p12-2ghz-8gb-256gb-12-7inch-3k-android-tablet.html,ZACH0207TR,LENOVO,lenovo tab p12 2ghz 8gb 256gb 12.7inch' 3k- android tablet,13999,3,13999,378,408
https://www.vatanbilgisayar.com/casper-nirvana-x600-12-nesil-core-i7-1255u-16gb-1tb-ssd-15-6inc-w11.html,X600.1255-BF00A-G-F,CASPER,casper nirvana x600 12.nesil core i7 1255u-16gb-1tb ssd-15.6inc-w11,25999,0,25999,703,759
https://www.vatanbilgisayar.com/ipad-10-nesil-256gb-wi-fi-10-9-liquid-retina-ekran-ipados-tablet-gumus.html,MPQ83TU/A,IPAD,ipad 10.nesil 256gb wi-fi 10.9''liquid retina ekran ipados tablet gümüş,23499,162,23499,636,686
https://www.vatanbilgisayar.com/lenovo-ideapad-3-12-nesil-core-i3-1215u-8gb-256gb-ssd-15-6inc-w11.html,82RK00X8TX,LENOVO,lenovo ideapad 3 12.nesil core i3 1215u-8gb-256gb ssd-15.6inc-w11,15999,14,15999,433,467
https://www.vatanbilgisayar.com/hometech-alfa-620c-celeron-n4020-4gb-128gb-emmc-14inc-w11.html,31.8054,HOMETECH,hometech alfa 620c celeron n4020-4gb-128gb emmc-14inc-w11,5999,7,5999,162,175
https://www.vatanbilgisayar.com/samsung-galaxy-tab-a9-64gb-4gb-11-android-tablet-sm-x210nzsatur-gumus.html,X210-S,SAMSUNG,samsung galaxy tab a9+ 64gb 4gb-11'' android tablet sm-x210nzsatur gümüş,5799,118,5799,156,169
https://www.vatanbilgisayar.com/casper-nirvana-x600-12-nesil-core-i5-1235u-8gb-500gb-ssd-15-6inc-w11.html,X600.1235-8E00T-G-F,CASPER,casper nirvana x600 12.nesil core i5 1235u-8gb-500gb ssd-15.6inc-w11,18999,11,18999,514,554
https://www.vatanbilgisayar.com/huawei-matepad-se-1-7ghz-6gb-128gb-11inch-emui-tablet.html,53014BAH,HUAWEI,huawei matepad se 1.7ghz 6gb 128gb 11inch- emuı tablet,6499,1,6499,175,189
https://www.vatanbilgisayar.com/msi-cyborg-15-13-nesil-core-i5-13420h-rtx4060-8gb-16gb-512gb-ssd-15-6inc-w11-144764.html,CYBORG 15 A13VF-898TR,MSI,msi cyborg 15 13.nesil core i7 13620h-rtx4060 8gb-16gb-512gb ssd-15.6inc-w11,58229,7,58229,1576,1700
https://www.vatanbilgisayar.com/ipad-10-nesil-256gb-wi-fi-10-9-liquid-retina-ekran-ipados-tablet-mavi.html,MPQ93TU/A,IPAD,ipad 10.nesil 256gb wi-fi 10.9''liquid retina ekran ipados tablet mavi,21499,162,21499,581,627
https://www.vatanbilgisayar.com/msi-thin-15-12-nesil-core-i5-12450h-rtx3050-4gb-16gb-512gb-ssd-15-6inc-w11.html,THIN 15 B12UC-1891TR,MSI,msi thin 15 12.nesil core i5 12450h-rtx3050 4gb-16gb-512gb ssd-15.6inc-w11,31257,10,31257,846,912
https://www.vatanbilgisayar.com/asus-vivobook-15-12-nesil-core-i3-1215u-4gb-256gb-ssd-15-6inc-w11.html,X1502ZA-EJ652W,ASUS,asus vivobook 15 12.nesil core i3 1215u-4gb-256gb ssd-15.6inc-w11,10555,3,10555,285,308
https://www.vatanbilgisayar.com/macbook-air-mrxv3tu-a-m3-8gb-256gb-ssd-liquid-retina-13-6inc-midnight.html,MRXV3TU/A,MACBOOK,macbook air mrxv3tu/a m3 8gb-256gb ssd-liquid retina-13.6inc-midnight,45599,0,45599,1234,1331
https://www.vatanbilgisayar.com/lenovo-tab-p11-2ghz-6gb-128gb-11-5inch-2k-android-tablet.html,ZABF0302TR,LENOVO,lenovo tab p11 2ghz 6gb 128gb 11.5inch' 2k- android tablet,14999,16,14999,406,437
https://www.vatanbilgisayar.com/ipad-10-nesil-64gb-wi-fi-10-9-liquid-retina-ekran-ipados-tablet-silver-147887.html,MCM74TU/A,IPAD,ipad 10.nesil 64gb wi-fi 10.9''liquid retina ekran ipados tablet silver,16499,0,16499,446,481
https://www.vatanbilgisayar.com/msi-thin-15-12-nesil-core-i5-12450h-rtx4050-6gb-16gb-512gb-ssd-15-6inc-w11.html,THIN 15 B12VE-1627TR,MSI,msi thin 15 12.nesil core i5 12450h-rtx4050 6gb-16gb-512gb ssd-15.6inc-w11,40331,10,40331,1091,1177
https://www.vatanbilgisayar.com/samsung-galaxy-tab-a9-64gb-4gb-8-7-android-tablet-sm-x110ndbatur-navy.html,X110-N,SAMSUNG,samsung galaxy tab a9 64gb 4gb-8.7'' android tablet sm-x110ndbatur lacivert,4499,49,4499,121,131
https://www.vatanbilgisayar.com/casper-nirvana-x600-12-nesil-core-i5-1235u-8gb-500gb-ssd-15-6inc-w11-143867.html,X600.1235-8E00T-M-F,CASPER,casper nirvana x600 12.nesil core i5 1235u-8gb-500gb ssd-15.6inc-w11,18999,11,18999,514,554
https://www.vatanbilgisayar.com/msi-cyborg-15-13-nesil-core-i5-13420h-rtx4060-8gb-16gb-512gb-ssd-15-6inc-w11.html,CYBORG 15 A13VF-899TR,MSI,msi cyborg 15 13.nesil core i5 13420h-rtx4060 8gb-16gb-512gb ssd-15.6inc-w11,52179,4,52179,1412,1523
https://www.vatanbilgisayar.com/huawei-matebook-d14-13-nesil-core-i5-13420h-16gb-512gb-ssd-14inc-w11.html,53013YAT,HUAWEI,huawei matebook d14 13.nesil core i5 13420h-16gb-512gb ssd-14inc-w11,30499,4,30499,825,890
https://www.vatanbilgisayar.com/huawei-matepad-1-8ghz-6gb-128gb-11-5inch-emui-tablet.html,53013TTB,HUAWEI,huawei matepad 1.8ghz 6gb 128gb 11.5inch- emuı tablet,8899,17,8899,240,259
https://www.vatanbilgisayar.com/casper-nirvana-x600-5-nesil-ryzen-7-5700u-16gb-500gb-ssd-15-6inc-w11.html,X600.5700-BE00A-G-F,CASPER,casper nirvana x600 5. nesil ryzen 7 5700u-16gb-500gb ssd-15.6inc-w11,21999,9,21999,595,642
https://www.vatanbilgisayar.com/lenovo-ideapad-slim-3-13-nesil-core-i5-13620h-16gb-512gb-ssd-15-6inc-w11.html,83EM00C4TR,LENOVO,lenovo ideapad slim 3 13.nesil core i7 13620h-16gb-512gb ssd-15.6inc-w11,34999,1,34999,947,1021
https://www.vatanbilgisayar.com/casper-nirvana-c550-12-nesil-core-i5-1235u-8gb-500gb-ssd-15-6inc-w11-142023.html,C550.1235-8E00T-G-F,CASPER,casper nirvana c550 12.nesil core i5 1235u-8gb-500gb ssd-15.6inc-w11,18299,8,18299,495,534
https://www.vatanbilgisayar.com/casper-excalibur-12-nesil-core-i5-12450h-rtx3050-4gb-8gb-500gb-ssd-15-6inc-w11-142822.html,G770.1245-8EJ0T-B,CASPER,casper excalibur 12.nesil core i5 12450h-rtx3050 4gb-8gb-500gb ssd-15.6inc-w11,29999,6,29999,812,875
https://www.vatanbilgisayar.com/lenovo-tab-m11-1-8ghz-8gb-128gb-11inch-full-hd-lte-android-tablet.html,ZADB0335TR,LENOVO,lenovo tab m11 1.8ghz 8gb 128gb 11inch full hd-lte-android tablet,9499,1,9499,257,277
https://www.vatanbilgisayar.com/ipad-air-6-nesil-128gb-wifi-11-liquid-retina-ekran-ipados-tablet-starlight.html,MUWE3TU/A,IPAD,ipad air m2 128gb wifi 11''liquid retina ekran ipados tablet starlight,24400,20,24400,660,712
https://www.vatanbilgisayar.com/lenovo-aio-3-intel-core-i5-12450h-3-3-ghz-8-gb-512-gb-ssd-intel-uhd-win11-23-8.html,F0GH010QTR,LENOVO,"lenovo aio 3 intel core i̇5 12450h 3.3 ghz 8 gb 512 gb ssd intel uhd win11 23.8""",24999,5,24999,676,729
https://www.vatanbilgisayar.com/lenovo-loq-13-nesil-core-i7-13650hx-rtx4050-6gb-16gb-512gb-ssd-15-6-w11.html,83DV00G2TR,LENOVO,lenovo loq 13.nesil core i7 13650hx-rtx4050 6gb-16gb-512gb ssd-15.6-w11,54999,1,54999,1488,1605
https://www.vatanbilgisayar.com/msi-katana-17-13-nesil-core-i7-13700h-rtx4070-8gb-32gb-1tb-ssd-17-3inc-w11.html,KATANA 17 B13VGK-873TR,MSI,msi katana 17 13.nesil core i7 13700h-rtx4070 8gb-32gb-1tb ssd-17.3inc-w11,83184,11,83184,2251,2428
https://www.vatanbilgisayar.com/casper-via-s40-2ghz-4gb-128gb-10-4-fhd-android-tablet.html,Casper VIA S40-A,CASPER,"casper vıa s40 2ghz 4gb 128gb 10.4""'fhd -android tablet",5699,15,5699,154,166
https://www.vatanbilgisayar.com/huawei-matebook-14-core-ultra-5-16gb-512gb-ssd-14inc-w11.html,53014APV,HUAWEI,huawei matebook 14 core ultra 5 125h-16gb-512gb ssd-14inc-w11,37999,3,37999,1028,1109
https://www.vatanbilgisayar.com/casper-excalibur-12-nesil-core-i5-12450h-rtx4060-8gb-16gb-1tb-ssd-15-6inc-w11-142823.html,G870.1245-BQB0P-B,CASPER,casper excalibur 12.nesil core i5 12450h-rtx4060 8gb-16gb-1tb ssd-15.6inc-w11,43999,4,43999,1191,1284
https://www.vatanbilgisayar.com/samsung-galaxy-tab-a9-64gb-4gb-8-7-android-tablet-sm-x110nzsatur-gumus.html,X110-S,SAMSUNG,samsung galaxy tab a9 64gb 4gb-8.7'' android tablet sm-x110nzsatur gümüş,4499,49,4499,121,131
https://www.vatanbilgisayar.com/9-nesil-yeni-ipad-64gb-wifi-spacegray-10-2-retina-bluetooth-10saatekadarpilomru.html,MK2K3TU/A,IPAD,ipad 9.nesil 64gb wi-fi 10.2''retina ekran ipados tablet space gray,12999,294,12999,351,379
https://www.vatanbilgisayar.com/ipad-air-6-nesil-256gb-wifi-11-liquid-retina-ekran-ipados-tablet-space-grey.html,MUWG3TU/A,IPAD,ipad air m2 256gb wifi 11''liquid retina ekran ipados tablet space grey,28499,20,28499,771,832
https://www.vatanbilgisayar.com/casper-excalibur-12-nesil-core-i7-12700h-rtx4060-8gb-16gb-1tb-ssd-15-6inc-w11.html,G870.1270-DQB0A-B,CASPER,casper excalibur 12.nesil core i7 12700h-rtx4060 8gb-32gb-1tb ssd-15.6inc-w11,52999,1,52999,1434,1547
https://www.vatanbilgisayar.com/lenovo-loq-13-nesil-core-i7-13620h-rtx4060-8gb-16gb-512gb-ssd-15-6-w11.html,82XV00G9TX,LENOVO,lenovo loq 13.nesil core i7 13620h-rtx4060 8gb-16gb-512gb ssd-15.6-w11,59999,10,59999,1624,1751
https://www.vatanbilgisayar.com/msi-modern-15-12-nesil-core-i5-1235u-8gb-512gb-ssd-15-6inc-w11.html,MODERN 15 B12MO-605TR,MSI,msi modern 15 12.nesil core i5 1235u-8gb-512gb ssd-15.6inc-w11,20166,7,20166,545,588
https://www.vatanbilgisayar.com/casper-nirvana-x600-12-nesil-core-i5-12450h-16gb-500gb-ssd-15-6inc-w11.html,X600.1245-BE00P-G-F,CASPER,casper nirvana x600 12.nesil core i5 12450h-16gb-500gb ssd-15.6inc-w11,22999,0,22999,622,671
https://www.vatanbilgisayar.com/lenovo-ideapad-3-12-nesil-core-i3-1215u-8gb-256gb-ssd-15-6inc-w11-147060.html,82RK0188TX,LENOVO,lenovo ideapad 3 12.nesil core i3 1215u-8gb-256gb ssd-15.6inc-w11,15999,0,15999,433,467
https://www.vatanbilgisayar.com/acer-nitro-5-5-nesil-ryzen-7-5800h-rtx3080-8gb-16gb-1tb-ssd-15-6inc-w11.html,AN515-45-R1Y9,ACER,acer nitro 5 5.nesil ryzen 7 5800h-rtx3080 8gb-16gb-1tb ssd-15.6inc-w11,32999,1,32999,893,963
https://www.vatanbilgisayar.com/asus-zenbook-14-ux3402-13-nesil-core-i7-13500h-16gb-1tb-ssd-14inc-w11.html,UX3402VA-KP659W,ASUS,asus zenbook 14 ux3402 13.nesil core i5 13500h-8gb-512gb ssd-14inc-w11,30799,0,30799,833,899
https://www.vatanbilgisayar.com/asus-a3402-intel-core-i5-1235u-1-3ghz-8gb-512-gb-ssd-intel-iris-x-win11-23-8-145682.html,A3402WBAK-WPC006W,ASUS,asus a3402 intel core i̇5 1235u 1.3ghz 8gb 512 gb ssd intel iris x win11 23.8'',23999,2,23999,649,700
https://www.vatanbilgisayar.com/hp-898b7ea-intel-core-i5-1335u-3-4-ghz-8-gb-512-gb-ssd-intel-uhd-win11-27.html,898B7EA,HP,"hp 898b7ea intel core i̇5 1335u 3.4 ghz 8 gb 512 gb ssd intel iris x win11 27""",31999,13,31999,866,934
https://www.vatanbilgisayar.com/lenovo-ideapad-slim-3-12-nesil-core-i5-12450h-8gb-256gb-ssd-15-6inc-w11.html,83ER001ETR,LENOVO,lenovo ideapad slim 3 12.nesil core i5 12450h-8gb-256gb ssd-15.6inc-w11,18999,22,18999,514,554
https://www.vatanbilgisayar.com/9-nesil-yeni-ipad-256gb-wifi-silver-10-2-retina-bluetooth-10saatekadarpilomru.html,MK2P3TU/A,IPAD,ipad 9.nesil 256gb wi-fi 10.2''retina ekran ipados tablet silver,16999,294,16999,460,496
https://www.vatanbilgisayar.com/acer-nitro-16-13-nesil-core-i5-13500h-rtx4050-6gb-8gb-1tb-ssd-16inc.html,AN16-51-532R,ACER,acer nitro 16 13.nesil core i5 13500h-rtx4050 6gb-8gb-1tb ssd-16inc-freedos,36499,7,36499,988,1065
https://www.vatanbilgisayar.com/lenovo-loq-12-nesil-core-i5-12450hx-rtx4050-6gb-24gb-512gb-ssd-15-6-w11.html,83GS009CTR,LENOVO,lenovo loq 12.nesil core i5 12450hx-rtx4050 6gb-24gb-512gb ssd-15.6-w11,39999,1,39999,1082,1167
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s10-12gb-256gb-12-4-android-tablet-sm-x820nzartur.html,X820NZARTUR,SAMSUNG,samsung galaxy tab s10+ 12gb 256gb 12.4''android tablet sm-x820nzartur,33999,0,33999,920,992
https://www.vatanbilgisayar.com/lenovo-ideapad-1-celeron-n4020-4gb-128gb-ssd-15-6inc-w11.html,82V700A9TX,LENOVO,lenovo ideapad 1 celeron n4020-4gb-128gb ssd-15.6inc-w11,8999,20,8999,243,262
https://www.vatanbilgisayar.com/casper-via-l40-2ghz-8gb-128gb-10-4-fhd-android-tablet.html,Casper VIA L40-G,CASPER,"casper vıa l40 2ghz 8gb 128gb 10.4""'fhd -4g lte android tablet",6699,11,6699,181,195
https://www.vatanbilgisayar.com/lenovo-loq-12-nesil-core-i5-12450hx-a530m-4gb-8gb-512gb-ssd-15-6-w11.html,83FQ000VTR,LENOVO,lenovo loq 12.nesil core i5 12450hx-arc a530m 4gb-8gb-512gb ssd-15.6-w11,27999,14,27999,757,817
https://www.vatanbilgisayar.com/ipad-10-nesil-64gb-wi-fi-10-9-liquid-retina-ekran-ipados-tablet-mavi-147888.html,MCM84TU/A,IPAD,ipad 10.nesil 64gb wi-fi 10.9''liquid retina ekran ipados tablet mavi,16499,0,16499,446,481
https://www.vatanbilgisayar.com/lenovo-loq-13-nesil-core-i7-13650hx-rtx4060-8gb-16gb-512gb-ssd-15-6-w11.html,83DV00G3TR,LENOVO,lenovo loq 13.nesil core i7 13650hx-rtx4060 8gb-16gb-512gb ssd-15.6-w11,56999,0,56999,1543,1664
https://www.vatanbilgisayar.com/casper-nirvana-x600-5-nesil-ryzen-5-5500u-8gb-500gb-ssd-15-6inc-w11.html,X600.5500-8E00T-G-F,CASPER,casper nirvana x600 5. nesil ryzen 5 5500u-8gb-500gb ssd-15.6inc-w11,16999,13,16999,460,496
https://www.vatanbilgisayar.com/lenovo-aio-3-intel-core-i3-1215u-3-3-ghz-8-gb-256-gb-ssd-intel-uhd-win11-23-8.html,F0GH010RTR,LENOVO,lenovo aio 3 intel core i̇3 1215u 3.3 ghz 8 gb 256 gb ssd intel uhd win11 23.8'',19999,1,19999,541,583
